date,artificial intelligence,crime,education,elections,entertainment,environment,finance,health,immigration,international relations,pandemics,politics,protests,science,sports,technology,videogames,war,users,new_users,num_likes,num_posts,num_images,num_follows,num_blocks
2023-09-25,,an estimated people are killed and over are injured during an explosion at a gas station in stepanakert nagornokarabakh,,,,,,,,,,,,,,,,,1207747.0,19261.0,2607348,676791,133749,712015,83872
2023-09-26,aws announced plans for additional data centers in new albany and a billion investment by,,,,,,,,,,,,,,,work begins on the seventh and final primary mirror of the giant magellan telescope which is expected to provide quadruple the image resolution of previous observatories when completed,,,1227008.0,19261.0,2622522,692030,132850,674351,102073
2023-09-27,,,,,,,,,,,,,,,,jim ryan ceo of sony interactive entertainment announced his intent to leave sony by april,,,1246269.0,19261.0,2629165,690887,132254,677057,92794
2023-09-28,,,,,,,,,,,,samvel shahramanyan president of the breakaway republic of artsakh signs a decree to dissolve all state institutions of artsakh beginning at the start of,,,fiba europe supercup women basketball continental winner fenerbahe,,epic games laid off about of its workforce approximately employees including divestment of bandcamp and superawesome,,1265530.0,19261.0,2576048,681540,128903,624807,68472
2023-09-29,,,,,,,,,,,,,,,ryder cup golf international winner europe,,,,1281888.4545454546,16358.454545454588,2799509,716406,144072,917008,71780
2023-09-30,,,,slovak parliamentary election smer under the leadership of former prime minister robert fico wins a plurality of seats in the national council slovak parliamentary election,,,,,,,,,,,china open tennis international winner men jannik sinnerwomen iga witek major league baseball postseason following a miami marlins victory against the pittsburgh pirates kim ng becomes the first female general manager to lead a playoff team in major league baseball history world artistic gymnastics championships artistic gymnastics international winner united states,,,,1298246.9090909092,16358.454545454588,2570706,654035,140634,841070,59216
2023-10-01,,,,,,,,,,,,california governor gavin newsom appoints laphonza butler to fill the us senate seat left vacant by the death of dianne feinstein,,astronomers propose a new more comprehensive view of the cosmos which includes all objects in the universe and suggested that the universe may have begun with instantons and may be a black hole,,,,,1314605.3636363635,16358.454545454355,2731502,683325,152013,1005595,66498
2023-10-02,,,,,,,,,,,,,,,,,,,1330963.8181818181,16358.454545454588,2972022,751415,153181,1207274,80675
2023-10-03,,,,manitoba general election,,,,,,,,kevin mccarthy is ousted as speaker of the house marking the first removal of a speaker by a vote in the house eight republicans led by matt gaetz join all present democrats voting to remove in a vote,,,,,,,1347322.2727272727,16358.454545454588,3124996,784200,154754,1268162,102028
2023-10-04,,,,,,,,,,,,,,,shanghai masters tennis international winner hubert hurkacz,lg energy solution announced a billion investment in its michigan battery manufacturing plant part of a new lithium battery supply deal with toyota,nintendo announced that the online services for nintendo ds and wii u software will discontinue in early april,,1363680.7272727273,16358.454545454588,3056360,780374,149520,1125075,108752
2023-10-05,,,,,,,,,,,,,,biologists report studies confirming the age of human footprints found in the state of new mexico in the united states to be up to years old the earliest found traces of people in north america,november the cricket world cup is held in india with australia defeating india in the final cricket world cup cricket international winner australia copa libertadores femenina association football continental winner corinthians november cricket world cup in india,,,,1380039.1818181819,16358.454545454588,3031604,766986,146631,1004110,82456
2023-10-06,,,,,,,,,,,,,,,,,,,1396397.6363636365,16358.454545454588,3096277,795889,157776,982600,58306
2023-10-07,,,,emirati parliamentary election emirati parliamentary election,,,,,,,,,,,,,,,1412756.0909090908,16358.454545454355,2862036,708994,150044,859479,49069
2023-10-08,,,,bavarian state election hessian state election luxembourg general election,,,,,,,,,,,qatar grand prix f formula racing international winner max verstappen red bull racinghonda rbpt chicago marathon marathon international winner men kelvin kiptumwomen sifan hassan,,,israels security cabinet formally declares war for the first time since the yom kippur war in,1429114.5454545454,16358.454545454588,2864794,685301,146894,832469,45373
2023-10-09,,,,,,,,,,,,,,,,,,defense secretary lloyd austin orders the deployment of a carrier strike group led by the aircraft carrier uss gerald r ford to the eastern mediterranean in response to terror attacks on civilians in israel by hamas the group also includes the cruiser uss normandy and the destroyers uss thomas hudner uss ramage uss carney and uss roosevelt,1445473.0,16358.454545454588,2925514,720950,142239,809553,61492
2023-10-10,,,,,,,,,,,,,,,,geneedited chickens with partial resistance to bird flu are developed at the university of edinburghs roslin institute,,,1461831.4545454546,16358.454545454588,2967682,763402,151785,934290,84596
2023-10-11,,,,,,exxonmobil announces it will acquire pioneer natural resources for billion usd the first of two major energy industry acquisitions of the month the second occurs less than two weeks later on october where hess announces it will be acquired by chevron for billion exxonmobil announces it will acquire pioneer natural resources in a billion allstock deal the largest in the energy industry in nearly two decades,,,,,,,,,,,,,1478189.9090909092,16358.454545454588,3059263,796316,149071,1012130,86499
2023-10-12,,,,,,,,,,,,,,,,,,,1494548.3636363638,16358.454545454588,3174964,806573,155690,1050569,78314
2023-10-13,,an israeli diplomat based at the embassy of israel beijing is stabbed by an unknown foreign attacker the diplomat was taken to a hospital for treatment and is in stable condition the incident is being treated as a terrorist attack,,,,bluesky for journalists journalists and news organizations can selfverify by setting their website directly as their username,,,,,,,,nasa launches its psyche mission to visit the large metallic asteroid psyche,,after british regulators approval microsoft closes its billion usd acquisition of activision blizzard,the acquisition of activision blizzard by microsoft was completed following approval from the united kingdoms competition and markets authority kevin afghani was announced as the new voice of mario and luigi,,1510906.8181818181,16358.454545454355,3448566,842458,179612,1160844,47779
2023-10-14,,,,louisiana gubernatorial election republican jeff landry is elected governor of louisiana defeating democratic frontrunner shawn wilson and several other candidates in a jungle primary new zealand general election,,,,,,,,,,an annular solar eclipse takes place across the southwestern united states,,the joint european torus nuclear fusion laboratory conducts its final experiments after years in operation,,,1527265.2727272727,16358.454545454588,3078167,747136,167144,906766,59002
2023-10-15,,,,landic legislative election,,,,,,,,polish parliamentary election,,,,,,,1543623.7272727273,16358.454545454588,2958912,707826,156667,839762,51991
2023-10-16,,,,,,,,,,,,,,,,,,,1559982.1818181819,16358.454545454588,2998642,748952,149613,806741,52604
2023-10-17,,,,,detroit casino workers call the first strike in their history after failing to reach a deal with mgm resorts and penn entertainment,,,an explosion occurs at the alahli arab hospital where displaced palestinians are taking refuge many fatalities are reported but estimates vary significantly from to as many as depending on the source,,hungarian prime minister viktor orbán and russian president vladimir putin hold talks at the belt and road initiative forum in beijing it is the first meeting between putin and an eu leader since russias invasion of ukraine,,,,,,,,,1576340.6363636362,16358.454545454355,2974926,750538,145835,714695,44538
2023-10-18,,,,,,,,,,,,,,,,,,,1592699.0909090908,16358.454545454588,3454845,861016,176780,1305190,54814
2023-10-19,,,,georgia election investigation attorney sidney powell pleads guilty in the georgia election racketeering prosecution for her role in attempting to overturn the results she is joined by fellow attorneys kenneth chesebro the following day and by attorney jenna ellis on october,,,,,,,,,,,,,,,1609057.5454545454,16358.454545454588,3411601,875595,177236,1226694,63726
2023-10-20,,,,,,,,,,,,,,a study reports evidence of recent plant adaptive evolution involving a leaf color change from green to red of a woodsorrel due to urban heat islands it provides information regarding evolutionary dynamics of climate change and human adaptation,,,,,1625416.0,16358.454545454588,3511191,909738,185885,1004616,203897
2023-10-21,,,,,,,chevron announces it will acquire hess corporation for billion,,,,,,,,,,,,1641774.4545454546,16358.454545454588,3132898,792065,176380,844093,89432
2023-10-22,,,,swiss federal election the swiss peoples party retains its majority in the national council trentinoalto adigesüdtirol provincial elections swiss federal election,,,,,,,,,,,united states grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,1658132.9090909092,16358.454545454588,3078312,751337,167856,813151,64805
2023-10-23,,horizon air flight an offduty pilot reportedly attempts to hijack and crash a passenger plane traveling from everett washington to san francisco california,,,,,,a significant breakthrough in treating cervical cancer is reported with participants in a phase iii trial seeing a reduction in the risk of both mortality or the disease returning the study used a combination of existing cheap drugs ahead of usual radiotherapy treatment,,,,,,,,,,,1674491.3636363638,16358.454545454588,3132970,783028,160784,824177,52414
2023-10-24,,,,,,,,,,,,,,the standing committee of the national peoples congress of china votes to remove several state council members from their positions including defense minister li shangfu finance minister liu kun and science minister wang zhigang,wta elite trophy tennis international winner singles beatriz haddad maiadoubles beatriz haddad maia veronika kudermetova,,,,1690849.8181818181,16358.454545454355,3175876,822114,163507,805235,52085
2023-10-25,,,,,,,,,,,,,,scientists helped by information derived from the mars insight lander report that the planet mars has a radioactive magma ocean under its crust,,,,,1707208.2727272727,16358.454545454588,3157827,820300,157914,756016,41621
2023-10-26,,,,,,,,,,,,,,astronomers report studies that suggest for the first time that the planet venus may have had plate tectonics during ancient times and as a result may have had a cooler more habitable environment and possibly one capable of generating life forms,,qts announced plans to invest billion in new albany constructing four new data centers,,,1723566.7272727273,16358.454545454588,3075405,791765,153828,680016,49507
2023-10-27,,a retired colombian army officer who participated in the assassination of haitian president jovenel mose is sentenced by a court to life imprisonment in miami,,,,,,,,,,,,,world series baseball domestic winner texas rangers,,,,1739925.1818181819,16358.454545454588,3161107,828011,163893,670161,42552
2023-10-28,,,,,,a partial lunar eclipse was visible in the evening and the next morning over europe and most of africa and asia and was the th lunar eclipse of lunar saros,,,,,,mike pence suspends his campaign for the republican party presidential nomination for the upcoming election,prime minister sánchez announced during the spanish government formation that he had agreed to back an amnesty law to comprise all those involved in the controversial catalan independence referendum and the subsequent constitutional crisis while acknowledging that this was a uturn on his previous stance to regard the amnesty as unlawful because it was necessary in the interest of spain and in defense of coexistence between spaniards after this the spanish protests started,positive results are reported in a study with rats of the experimental vaccine calixcoca meant for treating cocaine addiction clinical trials in humans are the next step of the study,copa sudamericana final association football continental winner ldu quito,,,,1756283.6363636362,16358.454545454355,2879159,720732,158175,609512,95774
2023-10-29,,ybor city shootings two people are killed and others are injured in a mass shooting in the ybor city neighborhood of tampa florida a yearold man is arrested,,bulgarian local elections colombian regional and municipal election omani general election omani general election,,,,,,,,,,,mexico city grand prix f formula racing international winner max verstappen red bull racinghonda rbpt wta finals tennis international winner singles iga witekdoubles laura siegemund vera zvonareva,,,,1772642.0909090908,16358.454545454588,2907325,719769,162144,658052,91632
2023-10-30,,,,,,,,,,,,,,a study finds that the worlds remaining carbon budget for c of global warming is only half that of previous estimates at less than gigatonnes of carbon dioxide or around six years of annual worldwide emissions,fifa bars former royal spanish football federation president luis rubiales from all footballrelated activities for three years after having acted inappropriately during the fifa womens world cup final in august paris masters tennis international winner novak djokovic,,bungie laid off about employees as part of costcutting measures due to lower player counts of destiny,,1789000.5454545454,16358.454545454588,2972959,757572,154686,687289,46174
2023-10-31,,,,,,,,,,,,,,,,israel intercepted a yemeni houthi ballistic missile with its arrow missile defense system the interception occurred above earths atmosphere above the negev desert making it the first instance of space combat in history atari announced its intent to acquire digital eclipse for million,,,1805359.0,16358.454545454588,3079934,793214,184116,626650,41491
2023-11-01,the first ai safety summit takes place in the united kingdom with countries signing a world first agreement on how to manage the riskiest forms of artificial intelligence,,,,,,,,,,,,,,major league baseball season the texas rangers win their first world series after defeating the arizona diamondbacks in five games,,,,1820198.3846153845,14839.384615384508,3040123,768742,158634,663976,37505
2023-11-02,,,,,the beatles release now and then the bands last ever song featuring restored vocals by john lennon as well as guitar tracks by george harrison,,,,,,,,,,,,,,1835037.7692307692,14839.38461538474,2888399,751279,143106,616115,39143
2023-11-03,,,,,blizzard entertainment hosted blizzcon an inperson event at the anaheim convention center in california,,,,,,,,,,nba inseason tournament basketball domestic winner los angeles lakers,,,,1849877.1538461538,14839.384615384508,2900328,757100,149875,626288,40228
2023-11-04,,,,,,,,,,,,,israelhamas war protests in the united states the national march on washington free palestine takes place at the national mall and attracts between to participants with the goal of reaching a ceasefire in gaza amid the ongoing conflict,,copa libertadores final association football continental winner fluminense,,,,1864716.5384615385,14839.38461538474,2720071,693807,146780,611307,62109
2023-11-05,,,,moldovan local elections,,,,,,,,,,,so paulo grand prix f formula racing international winner max verstappen red bull racinghonda rbpt caf womens champions league association football continental winner mamelodi sundowns new york city marathon marathon international winner men tamirat tolawomen hellen obiri,a new record high efficiency of is reported for a siliconperovskite tandem solar cell this also surpasses the shockleyquieser theoretical limit of of single junction solar cells for the first time,,antisemitism during the gaza war paul kessler a yearold jewish man is fatally injured during a confrontation between proisraeli and propalestinian demonstrators in thousand oaks california local authorities are considering the case as an antisemitic hate crime,1879555.923076923,14839.384615384508,2758383,687171,146383,643385,54805
2023-11-06,,,,,,,wework once the most valuable us startup files for chapter bankruptcy with liabilities of up to billion,,,,,,,scientists release the first connectome of neuropeptide signaling in an animal nervous system c elegans on november a functional atlas of signal propagation in pairs of neurons across the worms head by direct optogenetic activation is published on november the development of fluorescent neuropeptide sensors is reported,,,,gaza war the death toll in gaza is reported to have passed united nations secretary general antónio guterres calls for a humanitarian ceasefire to increase the flow of aid to civilians,1894395.3076923077,14839.38461538474,2849119,724473,138027,684281,49664
2023-11-07,,,,mizoram legislative assembly election the portuguese prime minister antónio costa announces his pending resignation the president of portugal decides to dissolve the parliament and call for early elections to be held on march,,,,,,,,democrat david cicilline of rhode islands st congressional district resigned from congress to become the president and ceo of the rhode island foundation he was succeeded by democrat gabe amo who defeated republican gerry leonard jr in a special election becoming the first african american to represent rhode island in congress,,a study finds that catastrophic ecosystem collapse of uk forests is likely within the next years due to a wide range of factors,billie jean king cup finals tennis international winner canada,ubisoft laid off employees worldwide most from its canadian studios,,,1909234.6923076923,14839.384615384508,2836270,741555,140369,643175,37783
2023-11-08,,,,,blizzard entertainment announced its intent to transition the overwatch league into a more traditional esports structure,,,,,,,,,in studies researchers of the sc project report yeast with a halfsynthetic genome,,,,,1924074.076923077,14839.38461538474,2943853,740970,141914,632960,30976
2023-11-09,,,,,,,,us surgeons at nyu langone health announce the worlds first whole eye transplant,,,,politician from vox alejo vidalquadras roca is shot in the face in madrid during an assassination attempt,,surgeons report the first human eye transplant the patient did not regain sight in the transplanted eye,trampoline gymnastics world championships gymnastics international winner united states,,,,1938913.4615384615,14839.384615384508,2822340,740420,142699,554115,27982
2023-11-10,,,,,,in the falepili union treaty australia grants special freedom of movement and defence rights to tuvaluans for residence and employment for climate reasons,,,,china imposes control measures against philippine vessels at a contested south china sea location after a philippine auxiliary ship entered the area which china deemed as infringing on its sovereignty,,,,,the big ten conference suspends michigan wolverines football head coach jim harbaugh from the teams final three regular season games due to a sign stealing scandal fifa u world cup association football international winner germany,a new scalable technique for carbon nanotubebased mosfets is demonstrated,,,1953752.8461538462,14839.38461538474,2789960,763316,152207,576870,19739
2023-11-11,,,,,,,,,,,,,,,,,,,1968592.2307692308,14839.384615384508,2608679,682422,148360,535535,30775
2023-11-12,,,,,,,,,,,,senator tim scott suspends his campaign for president,,,atp finals tennis international winner novak djokovic,,,,1983431.6153846155,14839.38461538474,2629534,666499,144705,534866,33128
2023-11-13,,,,,,,,chinese pneumonia outbreak national health commission reports a pneumonia outbreak in beijing and liaoning,,,,,,,,,,,1998271.0,14839.384615384508,2746333,722793,139274,521223,27930
2023-11-14,,,,northwest territories general election,,,,,,,,,israelhamas war protests in the united states the march for israel rally takes place at the national mall in washington dc to support israel amid its war against hamas to call for the release of hostages held by hamas and to combat rising antisemitism the rally attracts people in person and people through livestream,,,,,,2014627.0,16356.0,2749703,727057,136062,473285,24719
2023-11-15,us president joe biden and xi jinping hold talks in san francisco california united states their first meeting in over a year the talks are described as being positive with real progress being made on key issues such as drug trafficking and artificial intelligence,,,,,,,,,,,,,,,,series of layoffs were announced at amazon games digital bros humble games and kongregate,,2030622.1875,15995.1875,2735739,720111,135005,453257,38870
2023-11-16,,lüliang office fire at least people are killed and were hospitalized by a fire at the yongju coal industry joint building in lüliang shanxi george santos says he will not seek reelection after the house ethics committee issued a scathing report against him which led to him being charged with several counts of fraud,,malagasy presidential election,th annual latin grammy awards,toward federation and an open network one year ago the first post on bluesky was created now were working toward federation and a truly open network,,,,,,,,,asia professional baseball championship baseball continental winner japan,,,,2046617.375,15995.1875,2686253,702984,132708,537663,41039
2023-11-17,,,,chhattisgarh legislative assembly election november and madhya pradesh legislative assembly election,,the global average temperature temporarily exceeds c above the preindustrial average for the first time in recorded history the global average temperature temporarily exceeds c above the preindustrial average for the first time in recorded history,ford announced plans to invest nearly billion in its louisville plants as part of a uaw labor deal,,,,,,sam altman the founder and ceo of chatgpt developer openai is fired by openais board for reportedly lying to its board of directors though reinstated five days later after openai investor microsoft announces its intention to hire altman as well as openai cofounder greg brockman after the latters resignation in protest of the board,,,,,,2062612.5625,15995.1875,2690532,716586,139900,483964,24201
2023-11-18,,,,,,,,,,,,,,,las vegas grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,2078607.75,15995.1875,2659920,665301,138681,567915,19325
2023-11-19,,,,argentine presidential election following the first round on october javier milei wins in the second round of the election assuming office on december with victoria villarruel as his vice president,,,,,,,,,,,,,,,2094602.9375,15995.1875,2612434,645832,136278,589153,22207
2023-11-20,,,,marshallese general election,,,,,,,,,,a study of censorship in science finds it to be often driven by scientists themselves motivated by prosocial concerns or reputation protection,the us mens national soccer team qualifies for the copa américa which will be hosted in the united states,a boeing pa poseidon operated by the united states navy overshot the runway at marine corps air station kaneohe bay kaneohe hawaii no one died,,,2110598.125,15995.1875,2673002,679925,131294,566593,21841
2023-11-21,,,,,,,,republican chris stewart resigned as representative of utahs nd congressional district to focus on his wifes ongoing health issues republican celeste maloy stewarts former legal counsel won the special election to succeed him defeating democrat kathleen riebe and other third party candidates,,the chinese foreign ministry warns argentina against severing ties as a serious mistake after presidentelect javier milei vowed to do so,,,,,davis cup finals tennis international winner italy,,,israelhamas war hostage crisis a deal brokered by the us egypt and qatar sees the release of hamasheld hostages including american citizens held in gaza,2126593.3125,15995.1875,2747269,711067,132688,584377,31995
2023-11-22,,,,dutch general election,,,,,,,,,,,,an autonomous excavator is demonstrated using sensors the machine can generate d maps of a construction site localising individual blocks and stones in order to build a wall,,,2142588.5,15995.1875,2675552,709282,132672,583550,56649
2023-11-23,,riots broke out in dublin ireland after a mass stabbing on parnell square east which injured people,,,,,,,,,,,propalestinian protesters disrupt the macys thanksgiving day parade in three locations by wearing white jumpsuits covered in fake blood and gluing themselves to the parade route,,,,,,2158583.6875,15995.1875,2534828,683361,135955,443437,19648
2023-11-24,,,,,,,,,somalia is admitted as the eighth member of the east african community having applied for membership in,,,,,,,,,,2174578.875,15995.1875,2456535,654796,130716,448169,16004
2023-11-25,,,,rajasthan legislative assembly election,,,,,,,,,,,,,,antipalestinianism during the gaza war three palestinian students are shot and injured in burlington vermont while on thanksgiving break after the suspect harasses them for speaking arabic and wearing keffiyehs to show solidarity with palestine amid the ongoing war in gaza,2190574.0625,15995.1875,2478459,618491,132526,437863,20260
2023-11-26,,,,north korean local elections,,,,,,,,,,astronomers report evidence for the first time of an overmassive black hole galaxy obg the result of heavy black hole seed formation from direct collapse an alternative way of producing a black hole other than the collapse of a dead star this discovery was found in studies of uhz a very early galaxy containing a quasar by the chandra xray observatory and james webb space telescope,abu dhabi grand prix f formula racing international winner max verstappen red bull racinghonda rbpt,,,,2206569.25,15995.1875,2459423,611157,126745,447796,21044
2023-11-27,,,,,,,,,,a chinese court commences compensation hearings for the chinese relatives of passengers on malaysia airlines flight,,after forming a coalition government with the rightwing act and new zealand first parties christopher luxon is sworn in as the nd prime minister of new zealand the new administration opposes policies promoting mori culture and addressing inequity between mori and nonmori which leads to allegations of inflaming racial tensions,,,,,,,2222564.4375,15995.1875,2556946,660928,124030,450627,26486
2023-11-28,,,,,,,,,,,,,,,next generation atp finals tennis international winner hamad medjedovic,unity technologies announced another set of layoffs consisting of or employees as part of a company reset following its licensing changes in september,,,2238559.625,15995.1875,2615217,677409,128583,538124,19956
2023-11-29,,the us alleges a plot by the indian government to assassinate the new yorkbased sikh separatist gurpatwant singh pannun a spokesperson for the prokhalistan group sikhs for justice an indian government employee is the target of an indictment in new york for their alleged role in the assassination plot,,,,,,,,,,,,,,,,,2254554.8125,15995.1875,2618081,711298,148206,541366,19959
2023-11-30,,,,telangana legislative assembly election,,,,,,brazil announces it will join opec at a meeting of the organization to discuss oil output strategy in brazil is the largest oil producer in south america producing million barrels per day of oil and gas,,,,,,amkor technology announced plans to build a billion semiconductor advanced packaging facility in phoenix arizona the project is expected to generate up to jobs,,,2270550.0,15995.1875,3149583,721535,141247,506414,20437
2023-12-01,,,,,,,,,,,,the house votes to expel george santos on fraud and corruption allegations the first congressional expulsion since james traficant in,,,,,,,2290073.296296296,19523.296296296176,2661145,701381,140645,547155,17877
2023-12-02,,,,,,,,,,,,,,,,,,,2309596.592592593,19523.29629629664,2439337,615975,138551,494276,13137
2023-12-03,,,,venezuelan referendum,,,alaska airlines announces it has agreed to buy hawaiian airlines for billion a deal yet to be approved by regulators,,,,,guyanavenezuela crisis venezuela votes in a symbolic referendum on whether voters agreed with creating a subdivision in the disputed territory of guayana esequiba currently under the control of neighboring guyana analysts say the referendums practical implications are likely to be minimal,,,asian baseball championship baseball continental winner japan,,,,2329119.888888889,19523.296296296176,2393432,611861,135473,498661,19799
2023-12-04,,,,,,,,,,,,north dakota governor doug burgum suspends his campaign for president,,,,,,,2348643.185185185,19523.296296296176,2456257,639634,126038,484407,17974
2023-12-05,,,,,,,,,,,,,,,european short course swimming championships swimming continental winner great britain,,,,2368166.4814814813,19523.296296296176,2540279,655572,123715,382748,20277
2023-12-06,,,,,,unlv shooting a suspect kills three people and injures one other in a shooting spree before dying in a shootout with police,,,,,,,,archaeologists discover an ancient han dynasty tomb,,google deepmind releases the gemini language model gemini will act as a foundational model integrated into googles existing tools including search and bard,,,2387689.777777778,19523.29629629664,2545007,663280,127030,486178,26668
2023-12-07,,,,,,,,,,,,,,,,,the game awards honoring the best video games of the year took place at the peacock theater in los angeles,,2407213.074074074,19523.296296296176,2533284,653288,124320,486822,24319
2023-12-08,,,,,,,,,,,,,,,africa womens basketball league basketball continental winner sporting alexandria acc under asia cup cricket continental winner bangladesh,,,,2426736.3703703703,19523.296296296176,2525612,663049,127891,439900,22044
2023-12-09,,,,,,,,,,,,,,,nba inseason tournament championship game basketball domestic winner los angeles lakers,,,,2446259.6666666665,19523.296296296176,2385435,593027,124263,401809,30010
2023-12-10,,,,,,,,,,,,,,,,,,,2465782.962962963,19523.29629629664,2350111,572777,122834,369150,29542
2023-12-11,,,,,,,,,,,,,free radical design was shut down as part of the fallout from embracer groups failed billion deal,researchers demonstrate the use of biologicalelectronic hybrid organoid intelligence brainoware see march for speech recognition,,,google was found to have maintained an illegal monopoly in the android market by a jury trial in epic games v google,,2485306.2592592593,19523.296296296176,2447402,626327,120748,361112,31724
2023-12-12,,at the cop climate summit in dubai a consensus is reached for countries to transition away from fossil fuels the first such agreement in the conferences year history the transition is specifically for energy systems excluding plastics transport or agriculture,,egyptian presidential election december,,the esa confirmed that they would no longer hold e trade shows for the foreseeable future asteroid leona occults the bright star betelgeuse for about seconds as viewed on a narrow path from china to mexico,,,,,,,,,fifa club world cup association football international winner manchester city,the new york state governor announced plans for a billion chip research center involving ibm micron and other partners,,,2504829.5555555555,19523.296296296176,2459869,638371,119201,319389,30295
2023-12-13,,,,,,,,,,,,,,,,,,,2524352.8518518517,19523.296296296176,2460299,641838,120980,385833,24770
2023-12-14,,,,,,beijing subway collision at least people are injured in a rearend collision between railroad cars on the beijing subway near the xierqi station amid snowfall,,,,,,,,,,,,,2543876.1481481483,19523.29629629664,2400397,638175,117390,312254,30211
2023-12-15,google deepmind claims to have made the first ever scientific discovery with an ai chatbot by building a factchecker to filter out useless outputs leaving useful solutions to mathematical or computing problems,fourteen workers at tenerife south airport were arrested on suspicion of stealing items from checkedin luggage police seized allegedly stolen items worth almost two million euros,,rudy giuliani is ordered to pay over million in a defamation case brought by two georgia election workers relating to statements that he made during the election,,,,,,,,,,,,,activision blizzard and the california civil rights department agreed to a million settlement in the lawsuit into sexual harassment at the company,,2563399.4444444445,19523.296296296176,2405014,641981,120871,328619,26341
2023-12-16,,,,,,emir of kuwait nawaf alahmad aljaber alsabah dies at the age of and is succeeded by his halfbrother mishal alahmad aljaber alsabah,,,,,,,,,,,,,2582922.7407407407,19523.296296296176,2239383,562340,118187,328558,27004
2023-12-17,,,,serbian parliamentary election the serbian parliamentary election is held with the sns coalition led by milo vuevi winning of seats in the serbian national assembly andorran local elections vojvodina provincial election belgrade city assembly election serbian local elections,,,,,,,,chilean constitutional referendum chadian constitutional referendum,,,,,,,2602446.037037037,19523.296296296176,2269900,561230,118547,352870,33237
2023-12-18,,,,iraqi governorate elections,,,,,,,,,,,,,,a number of shipping companies announce a temporary suspension of their operations in the red sea due to continued attacks on vessels by houthi rebels,2621969.3333333335,19523.29629629664,2376822,609997,115995,359851,28416
2023-12-19,,,,,,,,covid the world health organization designates jn part of the ba sarscov lineage as its own variant of interest this follows a recent rapid rise in case numbers around the world,,,,,,,,,insomniac games suffered a data breach and had its tenyear plans released as well as personnel information and several historical details around the company and sony interactive entertainment after failing to pay the hacking group to prevent its release,,2641492.6296296297,19523.296296296176,2523269,722930,134989,446487,34490
2023-12-20,,twelve people are killed and others injured when a mining cart runs off the tracks in jixi heilongjiang,,,,,,,,,,democratic republic of the congo general election incumbent president félix tshisekedi wins reelection defeating two major challengers,,,,,,,2661015.925925926,19523.296296296176,2554037,722460,134835,382577,59976
2023-12-21,,,,,,,,,,,,,,,,a new look for bluesky the social butterfly a new look for bluesky the social butterfly and a public web interface waaree announced plans to invest up to billion over the next four years to scale its houston texas facility,,,2680539.222222222,19523.296296296176,2816491,839586,155720,535310,42698
2023-12-22,,,,,,,,,,,,,,,,,china passes a series of regulations aimed at limiting video game microtransactions the new rules include banning rewards for logging on for multiple consecutive days and banning rewards for players if they spend money in a game for the first time,gaza war the death toll in gaza is reported to have passed almost of its population and surpassing the casualties in the arabisraeli war,2700062.5185185187,19523.29629629664,2562072,698218,136921,378102,28662
2023-12-23,,,,,,,,,,,,,,,,,,,2719585.814814815,19523.296296296176,2623137,678561,145112,436801,33282
2023-12-24,,,,democratic republic of the congo general election december,,,,,,,,,,,nfl season the detroit lions win their first divisional title in years,,,,2739109.111111111,19523.296296296176,2681616,675637,158915,371515,27668
2023-12-25,,,,,,,,,,,,,,,,,,,2758632.4074074076,19523.29629629664,2511086,600569,143955,299859,25240
2023-12-26,,,,,,,,,,,,,,,nba season the detroit pistons break the singleseason record for the most amount of losses in a national basketball association regular season with consecutive losses surpassing the records set by the cleveland cavaliers and philadelphia ers,,,,2778155.703703704,19523.296296296176,2356918,581001,121515,366931,33019
2023-12-27,,,,,,,,,,,,,,,,,,,2797679.0,19523.296296296176,2404089,623029,121150,348065,28144
2023-12-28,,,,,,,,,,,,,maine secretary of state shenna bellows blocks trump from running in the states republican primary due to the th amendments insurrection clause,a new model of the largest neutron stars finds an chance that they contain quarkmatter cores,,,,,2814260.5,16581.5,2433088,631998,122889,328529,22244
2023-12-29,,,,,,,,,,,,the national peoples congress of china appoints commander of the peoples liberation army navy dong jun as the minister of national defense succeeding li shangfu,,a metascience study estimates the total amount of article processing charges paid to publish with open access in journals controlled by the five large commercial publishers from to be billion on december it is reported that the number of paper retractions has hit a new record of over in with around coming from journals owned by hindawi mostly special issues overseen by guest editors,united cup tennis international winner germany,as part of microsofts acquisition bobby kotick retired from activision blizzard after being its ceo for years,,,2830842.0,16581.5,2524549,650645,132452,361446,23713
2023-12-30,,,,,,,,,,,,,,,,,,,2847423.5,16581.5,2463402,629118,132614,361513,47171
2023-12-31,,,,,,,,,,,,queen margrethe ii of denmark announces her abdication effective january after years on the throne,,,,,,,2864005.0,16581.5,2634714,707064,162170,358390,24071
2024-01-01,,,,,,,,,,,,,,,,,,,2880586.5,16581.5,2594758,658910,149118,361161,20962
